tel	len	rates	sp	atgc	gcat	atgcPerSite	gcatPerSite	sums	ax	gcCurr	gcStar	ts	tv	perYearRates	atgcPerYearRates	gcatPerYearRates	gcDiff
6R	168369391	0.00763682	C	2668.78	3589.01	0.00513459194242811	0.00807722098821204	964102	A	0.459942957087183	0.388636439933253	5129.75	2192.03	0.000701913602941176	0.000471929406473172	0.000742391634945959	-0.0713065171539294
6R	173266796	0.0101883	G	3716.61	4649.64	0.00714764348121033	0.01046921404092	964102	A	0.459706574242357	0.405727495509994	6937.7	2811.04	0.000786134259259259	0.000551515700710674	0.000807809725379627	-0.0539790787323622
6R	169501136	0.0200541	O	6396.94	10015.32	0.012307733629363	0.0225391398843926	964101.99	A	0.457123987985946	0.353194774403638	13690.44	5347.96	0.000840842767295597	0.000516047531629478	0.000945037311714576	-0.103929213582308
7R	159345973	0.008153	H	3303.42	5001.64	0.00531381991139998	0.00895593354591449	1180137.99	A	0.471854346731667	0.372383442173361	6852.15	2711.41	0.000749356617647059	0.000488402565386028	0.000823155656793611	-0.0994709045583057
7R	156046543	0.00790453	C	3367.1	4611.32	0.00541625437385342	0.00825702679100183	1180137.99	A	0.47223827822405	0.396119578654972	6596.88	2677.28	0.000726519301470588	0.000497817497596822	0.000758917903584727	-0.0761186995690782
7R	159110946	0.0101255	G	4213.52	5945.52	0.0067767844277551	0.0106478025717253	1180138.01	A	0.471746710308857	0.388920806441907	8477.74	3380.79	0.000781288580246914	0.000522900033005795	0.000821589704608437	-0.0828259038669504
7R	145408105	0.0204035	O	7593.68	12954.41	0.0122306246034422	0.0231633298151362	1180137.98	A	0.469428713329457	0.345556884059904	17277.24	6430.38	0.000855492662473795	0.000512814448781646	0.000971208797280345	-0.123871829269553
8L	145138636	0.0118338	H	3893.8	4723.47	0.00810314741870179	0.0110221956017065	909070.99	A	0.470533995004456	0.423686383562118	6786.78	3873.94	0.00108766544117647	0.000744774578924797	0.00101306944868626	-0.0468476114423379
8L	143338810	0.0110893	C	3317.74	4804.41	0.00690434442367961	0.0112110684592236	909071	A	0.469804469581101	0.381130944588944	6453.93	3540.41	0.00101923713235294	0.000634590480117611	0.0010304290863257	-0.088673524992157
8L	146757320	0.0143451	G	4117.45	6374.46	0.00857014718914804	0.0148717071863447	909071	A	0.469062840417689	0.36559169133427	8260.96	4632.28	0.001106875	0.000661276789286114	0.00114750827055129	-0.103471149083419
8L	144036388	0.0227413	O	6421.84	10994.9	0.0133894073388332	0.0256022790077682	909070.98	A	0.467424434150152	0.343391337830667	14517.25	5810.31	0.000953513626834381	0.000561400726995102	0.00107347081793577	-0.124033096319486
8R	145138636	0.0079495	H	1915.81	3173.2	0.00565491686078838	0.00772956951788284	749313.98	A	0.546173825694058	0.422497860642583	4274.69	1650.17	0.000730652573529412	0.000519753387940108	0.000710438374805408	-0.123675965051475
8R	143338810	0.00735701	C	1794.86	2895.26	0.00529790745259427	0.00705253812790757	749313.97	A	0.546387269164222	0.428964883741385	3924.57	1561.41	0.000676195772058823	0.000486940023216385	0.000648211224991505	-0.117422385422837
8R	146757320	0.0104824	G	2355.36	4332.75	0.00695521505441912	0.0105505087572084	749314.01	A	0.545406763223157	0.397310909806505	5602.02	2194.89	0.000808827160493827	0.00053666782827308	0.00081408246583398	-0.148095853416652
8R	144036388	0.0211721	O	4322.35	9046.02	0.0128058880272361	0.0219677867379944	749314.01	A	0.543230973849173	0.368263869541923	11277.89	4345.92	0.000887719077568134	0.000536934508479502	0.000921081204947354	-0.17496710430725
9R	138394717	0.00748407	H	1834.96	3591.53	0.00493707540057841	0.00752147271949135	849172.99	A	0.560330741956294	0.396280156644029	4633.45	1688.59	0.000687874080882353	0.000453775312553163	0.000691311830835602	-0.164050585312265
9R	110513671	0.0076364	C	1968.59	3586.13	0.00529661504328645	0.00751016421784014	849172.99	A	0.560496725070749	0.413579006500383	4698.8	1751.23	0.000701875	0.000486821235596181	0.00069027244649266	-0.146917718570366
9R	121655618	0.0105586	G	2638.91	5022.95	0.00710459762025823	0.0105140694322733	849172.99	A	0.559848096020643	0.403242628915983	6461.52	2437.14	0.000814706790123457	0.000548194260822395	0.000811270789527263	-0.15660546710466
9R	112206110	0.0211644	O	4769.35	10602.56	0.0128986140565157	0.0221155642609581	849172.99	A	0.557778604423391	0.368382600315903	13036.29	4666.58	0.000887396226415094	0.00054082239230674	0.000927277327503486	-0.189396004107488
10L	133797422	0.00887164	H	2914.45	4117.02	0.00560850331812792	0.00984568959381909	937803	A	0.444541630044288	0.362911434462049	5698.15	2564.97	0.000815408088235294	0.000515487437327934	0.000904934705314255	-0.081630195582239
10L	129809613	0.00897489	C	2992.34	4075.9	0.00575839300588696	0.00974735274918441	937803.01	A	0.444680297302602	0.371371561023022	5782.57	2576.27	0.000824897977941176	0.000529264063041081	0.000895896392388273	-0.0733087362795793
10L	148642438	0.0115056	G	4109.74	4946.11	0.00790824896404044	0.0118292511167165	937802.99	A	0.444916031641735	0.400671256830067	7414.66	3281.55	0.000887777777777778	0.00061020439537349	0.000912750857771335	-0.0442447748116677
10L	132178492	0.0220983	O	7032.89	10426.67	0.0135421270718498	0.0249162434530958	937803	A	0.442543754853354	0.352124307062512	14439.41	5931.81	0.000926553459119497	0.000567804070098524	0.00104470622444846	-0.0904194477908425
10R	133797422	0.0085905	H	2908.51	5022.15	0.00568162283702525	0.00901400564487487	1069065	A	0.519141721814648	0.386619928778346	6623.74	2503.37	0.000789568014705882	0.000522207981344232	0.000828493165889234	-0.132521793036303
10R	129809613	0.00896483	C	3216.24	5044.9	0.00628275749105785	0.00905483831857383	1069065	A	0.519409313888309	0.409631181381922	6856.11	2666.35	0.000823973345588235	0.000577459328222229	0.000832246168986566	-0.109778132506387
10R	148642438	0.0114156	G	4031.91	6405.35	0.00787756936704388	0.0114947066672565	1069065.03	A	0.518990148682015	0.40664139583268	8741.73	3361.42	0.000880833333333333	0.000607837142518818	0.000886937242843864	-0.112348752849335
10R	132178492	0.0236808	O	7470.28	14097.02	0.0146319926379744	0.0252399217038937	1069065.02	A	0.516195402094516	0.366974921558001	18161.03	6713.83	0.000992905660377358	0.00061350073953771	0.00105827763957626	-0.149220480536515
11L	135086622	0.00835301	H	2377.47	4625.35	0.00617112540321124	0.00776039563915881	981276.99	A	0.604996869691476	0.442961352492879	5911.88	2237.12	0.000767739889705882	0.000567199026030445	0.00071327165801092	-0.162035517198597
11L	130782606	0.00778852	C	2035.35	4575.23	0.00528309522957279	0.00767630448293611	981276.98	A	0.604698113861659	0.407665119278121	5639.61	1962.29	0.000715856617647059	0.000485578605659264	0.000705542691446334	-0.197032994583538
11L	135235416	0.0111662	G	2880.19	6510.48	0.00748603524166901	0.0109138222302627	981276.99	A	0.604101621846495	0.406852892914451	7980.49	2890.67	0.000861589506172839	0.000577626176054708	0.000842115912828914	-0.197248728932043
11L	128122151	0.0225453	O	5322.64	13661.47	0.0139113191302828	0.0228198974040282	981277	A	0.601483174846595	0.378732872005153	16262.11	5509.95	0.000945295597484277	0.000583283820976216	0.000956809115472882	-0.222750302841442
11R	135086622	0.00728435	H	2703.7	2814.37	0.00544496667638908	0.00722862811766485	885887	A	0.439316198791393	0.429630800484776	4430.67	1986.48	0.000669517463235294	0.000500456495991643	0.000664395966697137	-0.0096853983066168
11R	130782606	0.00738267	C	2769.37	2650.07	0.00557721924335886	0.0068066281348061	885887	A	0.439578105085385	0.450362401364259	4362.33	2140.53	0.000678554227941176	0.000512612062808719	0.000625609203566737	0.0107842962788746
11R	135235416	0.00955749	G	3635.5	3516.31	0.00731535754833725	0.00904124436665843	885887	A	0.439114124538701	0.447241889626876	5820.67	2583.91	0.000737460648148148	0.000564456600951948	0.000697626880143397	0.00812776508817559
11R	128122151	0.0182939	O	6343.15	7264.49	0.0127415816454535	0.018720193600749	885887.01	A	0.436948881987508	0.404986099663637	11053.22	4920.49	0.000767039832285115	0.000534238224128029	0.000784913777809181	-0.0319627823238706
12L	133275309	0.00707126	H	3343.8	3444.9	0.00539262652908411	0.00683513111759265	1124068.01	A	0.448262539325883	0.441015162788225	5532.66	2372.86	0.000649931985294118	0.000495645820687877	0.00062822896301403	-0.00724737653765811
12L	130995916	0.00714148	C	3508	3323.09	0.0056574357195235	0.00659344444451279	1124068	A	0.448526937450704	0.461798307041765	5527.73	2455.85	0.000656386029411765	0.000519984900691498	0.000606015114385366	0.0132713695910616
12L	133456746	0.00913787	G	4620.01	4150.52	0.00744398717909718	0.00824445811903987	1124067.99	A	0.448270551390271	0.474488519265904	7243.56	2956.77	0.000705082561728395	0.000574381726782189	0.000636146459802459	0.0262179678756325
12L	132184051	0.018433	O	8233.18	9295.24	0.0132311794404084	0.0185233491598428	1124068	A	0.445463658166163	0.416670630100417	14483.02	5943.72	0.000772872117400419	0.0005547664335601	0.000776660342131775	-0.028793028065746
12R	133275309	0.00784077	H	2444.71	3999.82	0.00517890098904169	0.00823853935164021	957553	A	0.505458536926379	0.385982784908622	5361.98	2103.59	0.000720659007352941	0.000476001929139861	0.000757218690408107	-0.119475752017757
12R	130995916	0.00784886	C	2607.79	3902.89	0.00552437148382141	0.00803889012815831	957552.99	A	0.505718343042152	0.407304057229274	5485.17	1989.17	0.000721402573529412	0.000507754731968879	0.000738868577955727	-0.0984142858128778
12R	133456746	0.0107311	G	3429.28	5411.53	0.00726511957889221	0.0111455396956962	957553	A	0.505049524888695	0.394614851675626	7431.88	2763.96	0.000828016975308642	0.000560580214420695	0.00085999534689014	-0.110434673213069
12R	132184051	0.0213621	O	6293.43	11152.06	0.0133576676868641	0.0229274890809243	957553.01	A	0.502964815574177	0.368130356232115	14724.85	5408.69	0.000895685534591195	0.00056006992397753	0.000961320296894101	-0.134834459342061
13R	114364328	0.00817478	H	2744.56	4172.04	0.00552798705587034	0.00866331465498794	978060.01	A	0.490924391056906	0.389533473989964	5732.38	2214.53	0.000751358455882353	0.000508087045576318	0.000796260538142274	-0.101390917066942
13R	95599650	0.00811211	C	2750.97	4038.46	0.00554089794261658	0.00838593342863026	978060	A	0.491075719371865	0.397857760671695	5705.1	2181.69	0.000745598345588235	0.000509273707961083	0.000770765940131458	-0.0932179587001699
13R	97154659	0.0106086	G	3596.22	5278.27	0.00724341976779935	0.0109603397406926	978060.01	A	0.490680016278019	0.397907902728573	7455.27	2839.03	0.000818564814814815	0.000558905846280814	0.000845705226905295	-0.0927721135494461
13R	98475126	0.0210203	O	6174.97	11530.11	0.0124625805417101	0.0238926821412132	978059.99	A	0.487955084120138	0.342799903562904	14897.75	5337.93	0.00088135429769392	0.000522540064641934	0.00100178960759804	-0.145155180557235
14R	107043718	0.00849825	H	1066.39	1911.67	0.00597558872905085	0.00809195503889042	414701.01	A	0.567681831877071	0.424778399671214	2518.41	984.93	0.000781089154411765	0.000549226905243644	0.000743745867545075	-0.142903432205857
14R	87716528	0.0078613	C	1020.42	1743.7	0.0057179930349889	0.00738095068778253	414701	A	0.568002410364568	0.436523215612313	2325.11	917.35	0.000722545955882353	0.000525550830421774	0.000678396202921188	-0.131479194752255
14R	90977943	0.0109317	G	1387.69	2473.16	0.00777593665073532	0.0104687805434321	414700.99	A	0.567108165109973	0.426202092802029	3259.05	1239.3	0.00084349537037037	0.000599995111939454	0.000807776276499393	-0.140906072307944
14R	88963417	0.0209496	O	2394.8	4984.69	0.0134558904919311	0.021056712230706	414700.99	A	0.564683338354926	0.389883388397864	6234.68	2322.22	0.000878389937106918	0.000564188280584114	0.000882881015962517	-0.174799949957062
16L	90338345	0.00922503	H	1898.15	3962.56	0.00624002287520753	0.00897425714715437	745737	A	0.589344015808918	0.410142502046496	4879.69	1955.6	0.000847888786764706	0.000573531514265398	0.000824839811319335	-0.179201513762422
16L	75912362	0.00890958	C	1784.89	3833.31	0.00586768929206289	0.00868153640213773	745737.01	A	0.589329248646791	0.403299076898764	4744.75	1858.57	0.000818895220588235	0.000539309677579309	0.000797935331078836	-0.186030171748027
16L	81384781	0.0120073	G	2415.89	5047.04	0.00794468484933548	0.0114277394799457	745736.99	A	0.588711712776012	0.410102768465956	6289.94	2587.87	0.000926489197530864	0.000613015806275886	0.000881770021600752	-0.178608944310055
16L	68237989	0.0242353	O	4708.61	10512.04	0.015564749365293	0.0237174620255254	745736.99	A	0.586553022166853	0.396228949802227	12899.93	4863.58	0.00101615513626834	0.000652610036280631	0.000994442852223286	-0.190324072364626
16R	90338345	0.00933112	H	2962.05	4813.77	0.00655334889060004	0.00869549258426365	1005583.99	A	0.548489821182807	0.429760444516564	6383.42	2936.04	0.000857639705882353	0.000602329861268386	0.000799218068406585	-0.118729376666243
16R	75912362	0.0094696	C	2951.02	4910.73	0.00652894571095644	0.00887063908294767	1005583.99	A	0.54837936034217	0.423968944509524	6445.18	3011.46	0.000870367647058823	0.000600086921962908	0.00081531609218269	-0.124410415832646
16R	81384781	0.0125181	G	3857.58	6712.58	0.00853575297753306	0.0121241863119794	1005584.01	A	0.547547421037914	0.413154794790034	8780.38	3692.12	0.000965902777777778	0.000658622914933106	0.000935508203084828	-0.13439262624788
16R	68237989	0.0226925	O	6607.37	12854.19	0.0146597458732142	0.0231661778514392	1005584.01	A	0.545407864214768	0.387558172536037	16427.43	6019.54	0.00095146750524109	0.000614664397199757	0.000971328211800387	-0.157849691678731
17L	83257441	0.00839909	H	2199.39	3040.51	0.00585991671388316	0.00826917367715142	743019.98	A	0.493677228189501	0.414741257342475	4292.11	1909.49	0.000771975183823529	0.000538595286202497	0.000760034345326417	-0.0789359708470264
17L	76554115	0.00809455	C	2252.3	2757.43	0.00600088663812789	0.00749929043896834	743019.99	A	0.49413246237247	0.44450429085917	4108.92	1869.41	0.000743984375	0.000551552080710284	0.000689273018287531	-0.0496281715133
17L	95888799	0.0103783	G	2858.93	3612.23	0.00761204612496362	0.00983079374631505	743020.02	A	0.493481935418701	0.43639947285749	5379.22	2272.73	0.00080079475308642	0.000587349238037317	0.00075854890017863	-0.0570824625612107
17L	75914007	0.0211169	O	5454.87	7691.8	0.014515583349029	0.0209456886663749	743019.99	A	0.49120172396377	0.409336228624952	10802.86	4638.76	0.000885404612159329	0.000608619846919454	0.000878225939889935	-0.0818654953388182
18R	80373285	0.00789861	H	3130.22	4584.01	0.0050691559169248	0.00882523379887752	1136924	A	0.455596992951736	0.364834729744162	6390.19	2536.88	0.000725975183823529	0.000465915065893824	0.000811142812396831	-0.0907622632075744
18R	74774469	0.00777068	C	3246.8	4232.61	0.00525794846083389	0.00814871102581953	1136924	A	0.456011855216585	0.392189304581673	6139.49	2643.53	0.000714216911764706	0.00048326732176782	0.000748962410461354	-0.0638225506349128
18R	78004504	0.0110255	G	4766.95	5878.58	0.0077188150770782	0.0113191400674506	1136924	A	0.455832550339405	0.405443495295578	8733.52	3695.6	0.000850733024691358	0.000595587583107886	0.00087339043730329	-0.0503890550438268
18R	75923960	0.021103	O	8172.63	12137.25	0.0132367346462799	0.0233631668752728	1136924.03	A	0.453447092316522	0.361660389673047	16802.45	6798.51	0.00088482180293501	0.000554999356238151	0.000979587709655046	-0.0917867026434754
19L	58617616	0.0093093	H	1785.15	3788.95	0.00618122065422082	0.00901251588331195	709211.98	A	0.590197264438118	0.406826894684628	4637.66	1922.01	0.00085563419117647	0.000568126898365884	0.000828356239274995	-0.183370369753491
19L	56733099	0.00927108	C	1818.16	3700.97	0.00629552012746164	0.00880324388251654	709211.99	A	0.590365047070783	0.416955992113075	4619.09	1914.1	0.000852121323529412	0.0005786323646564	0.000809121680378358	-0.173409054957708
19L	57935654	0.0121366	G	2317.88	4948.61	0.00803070312688392	0.011766023935296	709212.01	A	0.589548692916894	0.405658122257287	6127.76	2406.98	0.000936466049382716	0.000619653019049685	0.000907872217229629	-0.183890570659607
19L	57575784	0.0234984	O	4086.54	10028.3	0.0142277974634625	0.0237643207266451	709212.01	A	0.586833152156289	0.374493398664125	11911.79	4480.75	0.00098525786163522	0.000596553352765724	0.000996407577637112	-0.212339753492164
19R	58617616	0.0062015	H	1124.49	1618.98	0.00400437297798733	0.00675460134217548	520501	A	0.459597909451836	0.372189100821902	2248.93	964.46	0.000569990808823529	0.000368048986947365	0.000620827329244069	-0.0874088086299343
19R	56733099	0.00605377	C	1165.2	1485.7	0.00414934360816978	0.00619853933592145	520501	A	0.459918675294692	0.400984784094326	2132.57	1004.74	0.000556412683823529	0.000381373493397957	0.000569718688963368	-0.0589338912003657
19R	57935654	0.00876226	G	1572.89	2279.14	0.00560216357652318	0.00950686431442888	520500.99	A	0.45924449079863	0.370782529290187	3176.33	1355.04	0.000676100308641975	0.00043226570806506	0.000733554345249142	-0.0884619615084435
19R	57575784	0.0177118	O	2865.09	4907.19	0.0102261496383126	0.0204187100709942	520501.01	A	0.457821212418056	0.33369869320064	6362.27	2736.43	0.000742633123689727	0.000428769376868454	0.000856130401299547	-0.124122519217416
21R	46709983	0.00778869	H	2554.34	4000.45	0.00537181412489286	0.00790374542244333	981654	A	0.514079482726287	0.404639375518506	5460.55	2143.65	0.000715872242647059	0.000493732915890888	0.000726447189562806	-0.109440107207781
21R	33232379	0.00771767	C	2478.82	3998.92	0.00521299446787308	0.00790072273598473	981653.99	A	0.514021387278524	0.397522257559398	5486.52	2049.03	0.000709344669117647	0.000479135520944217	0.000726169369116243	-0.116499129719125
21R	37891338	0.0106394	G	3272.46	5660.55	0.00688119129480917	0.01118491051627	981654	A	0.513064341218007	0.380889655486677	7526.9	2836.68	0.000820941358024691	0.000530956118426633	0.000863033218847994	-0.13217468573133
21R	34683425	0.0205767	O	6046.9	11137.66	0.0127344377258955	0.0219761043512062	981654	A	0.511067692408046	0.366875218992801	14456	5435.13	0.000862754716981132	0.000533938688716792	0.000921429951832543	-0.144192473415245
22R	50818468	0.00830947	H	2146.21	3433.94	0.00586294822750176	0.00820304462013483	784681.01	A	0.531886231933004	0.416817233664872	4661.91	1819.18	0.000763738051470588	0.000538873917968912	0.000753956306997686	-0.115068998268132
22R	33698415	0.00865422	C	2173.87	3580.62	0.00593850942257955	0.00855343568207511	784680.99	A	0.531744767405553	0.409780010874604	4754.83	1992.68	0.000795424632352941	0.000545818880751797	0.000786161367837786	-0.121964756530949
22R	34650175	0.0113527	G	2836.53	4812.32	0.00775158124162867	0.0114920586128613	784680.99	A	0.531200575034187	0.402812633173451	6420.7	2413.81	0.000875979938271605	0.000598115836545422	0.000886732917659051	-0.128387941860736
22R	35308119	0.021859	O	5082.4	9489.59	0.0139289698180623	0.0226049626635161	784681	A	0.529408691019806	0.381261169327603	12290.73	4587.22	0.000916519916142558	0.000584023891742653	0.000947797176667341	-0.148147521692203
XGhum	156040895	0.0105019	H	972.5	1062.36	0.00768986676406374	0.00937372031855967	239799	PAR1	0.472245505610949	0.450659449670736	1642.41	856.3	0.000965248161764706	0.000706789224638211	0.000861555176338205	-0.0215860559402136
XGhum	151576176	0.0119933	C	1131.01	1178.88	0.00894325574172106	0.0104018330972021	239799	PAR1	0.472420652296298	0.462301094411458	1815.58	1034.67	0.00110232536764706	0.000821990417437597	0.000956050836139899	-0.0101195578848401
XGhum	156331669	0.0142653	G	1289.69	1508.92	0.0101906053852833	0.0133247122848704	239798.98	PAR1	0.47132390043328	0.433360311275635	2237.16	1147.03	0.00110071759259259	0.000786312143926177	0.00102814138000543	-0.0379635891576441
XGhum	154536102	0.0278943	O	2202.21	3193.57	0.017420668957928	0.0281656266588891	239799	PAR1	0.46870087031222	0.382147062449651	4398.96	2151.9	0.00116957232704403	0.000730426371401595	0.00118094870687166	-0.0865538078625693
